Document_ID,Document_Name,Document_Type,Category,Sub_Category,Source,Source_URL,File_Path,File_Size_MB,Page_Count,Date_Published,Date_Acquired,Date_Processed,Processing_Status,Language,Contains_Tables,Contains_Images,Confidentiality,Retention_Period,Owner,Quality_Score,Final_Decision,Final_Selection_Rationale,Supporting_Factors,Notes
CAND_564677852C,CAND_564677852C_driving-growth-south-carolinas-battery-and-ev-supply-chain.pdf,PDF,Policy and Localization,Incentives and Localization,www.c2es.org,https://www.c2es.org/wp-content/uploads/2025/04/driving-growth-south-carolinas-battery-and-ev-supply-chain.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_564677852C_driving-growth-south-carolinas-battery-and-ev-supply-chain.pdf,1.61,23,D:20250429162905-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.88,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.c2es.org; subtopic=policy_localization; hybrid=48.27; credibility=77.39; direct_usecase_pct=74.6; metadata=86.87; evidence_pages=2, 1; capacities=10.1 billion; 14.5 billion",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=77.39 Hybrid=48.27 CopyStatus=copied
CAND_45A167702C,CAND_45A167702C_dex992.htm,HTML,Infrastructure and Risk,Logistics and Risk,www.sec.gov,https://www.sec.gov/Archives/edgar/data/1023291/000119312507220338/dex992.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_45A167702C_dex992.htm,4.11,,,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.88,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=www.sec.gov; subtopic=logistics_risk; hybrid=46.06; credibility=75.46; direct_usecase_pct=82.9; metadata=77.65; capacities=24.5 billion; 210 million; 171 million; 57 million; 19 million; 415 million,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=75.46 Hybrid=46.06 CopyStatus=copied
CAND_666B327E9C,CAND_666B327E9C_georgiaindustrialresourcefactsheet.pdf,PDF,Policy and Localization,Incentives and Localization,www1.eere.energy.gov,https://www1.eere.energy.gov/manufacturing/states/pdfs/georgiaindustrialresourcefactsheet.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_666B327E9C_georgiaindustrialresourcefactsheet.pdf,0.63,2,D:20091102161823-05'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.88,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www1.eere.energy.gov; subtopic=policy_localization; hybrid=41.16; credibility=83.52; direct_usecase_pct=79.3; metadata=81.81; evidence_pages=1, 2; capacities=397.8 billion; 075.0 million; 20.17 million",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=83.52 Hybrid=41.16 CopyStatus=copied
CAND_43AE8ADAA1,CAND_43AE8ADAA1_battery-2030-resilient-sustainable-and-circular.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,www.globalbattery.org,https://www.globalbattery.org/media/publications/battery-2030-resilient-sustainable-and-circular.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_43AE8ADAA1_battery-2030-resilient-sustainable-and-circular.pdf,1.48,18,D:20230216121909+01'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.82,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.globalbattery.org; subtopic=who_where_scale; hybrid=45.31; credibility=76.38; direct_usecase_pct=73.4; metadata=96.67; evidence_pages=2, 18; capacities=6 billion; 18 million; 400 billion; 700 GWh; 15 kWh; 68%; 6%",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=76.38 Hybrid=45.31 CopyStatus=copied
CAND_85D8AF04E6,CAND_85D8AF04E6_Issue-Brief-EV-Jobs-in-Georgia.pdf,PDF,Policy and Localization,Incentives and Localization,atlaspolicy.com,https://atlaspolicy.com/wp-content/uploads/2024/05/Issue-Brief-EV-Jobs-in-Georgia.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_85D8AF04E6_Issue-Brief-EV-Jobs-in-Georgia.pdf,0.53,12,D:20240508124437-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.75,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit. page-linked evidence available,source=atlaspolicy.com; subtopic=policy_localization; hybrid=46.19; credibility=73.74; direct_usecase_pct=89.6; metadata=84.31; evidence_pages=7; capacities=4 billion; 87 billion; 24.8 billion; 22 billion; 16 billion; 7.5 billion; 5 billion; 4.6 billion; 178 million; 62.5 mill,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=73.74 Hybrid=46.19 CopyStatus=copied
CAND_A0BABD57A1,CAND_A0BABD57A1_savannah-brunswick-ports-set-for-a-4-5b-revamp.html,HTML,Policy and Localization,Incentives and Localization,canada.constructconnect.com,https://canada.constructconnect.com/dcn/news/usa/2024/10/savannah-brunswick-ports-set-for-a-4-5b-revamp,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_A0BABD57A1_savannah-brunswick-ports-set-for-a-4-5b-revamp.html,0.18,,2024-10-10T09:50:21+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.74,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=canada.constructconnect.com; subtopic=policy_localization; hybrid=49.81; credibility=72.87; direct_usecase_pct=88.5; metadata=80.0; capacities=4.5 billion; 3.27 billion; 12 million; 262 million; 1.4 million; 38 million; 26.6 million; 11.35 million; 6 million,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=72.87 Hybrid=49.81 CopyStatus=copied
CAND_DD5D88E9D8,CAND_DD5D88E9D8_nvx-ex99_1_3.htm,HTML,Supply Chain Evidence,Supplier and Tiering,www.sec.gov,https://www.sec.gov/Archives/edgar/data/1859795/000095017024124739/nvx-ex99_1.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_DD5D88E9D8_nvx-ex99_1_3.htm,0.03,,"November 11, 2024",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.54,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.sec.gov; subtopic=supplier_tiering; hybrid=50.45; credibility=73.3; direct_usecase_pct=85.1; metadata=92.27; capacities=250 tonnes; 000 tonnes; 100 million; 103 million; 50 billion; 400 GWh,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=73.3 Hybrid=50.45 CopyStatus=copied
CAND_576DE13A51,CAND_576DE13A51_FreightandLogistics.pdf,PDF,Infrastructure and Risk,Logistics and Risk,www.dot.ga.gov,https://www.dot.ga.gov/PartnerSmart/Public/Viewpoint/FreightandLogistics.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_576DE13A51_FreightandLogistics.pdf,0.22,2,D:20130321185601-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.52,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.dot.ga.gov; subtopic=logistics_risk; hybrid=40.65; credibility=81.41; direct_usecase_pct=81.2; metadata=81.01; evidence_pages=1, 2; capacities=65 billion; 100 billion; 67 billion; 2.5 billion; 213 million; 15 billion; 9 billion",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=81.41 Hybrid=40.65 CopyStatus=copied
CAND_26551063EE,CAND_26551063EE_Redwood_Materials_Will_Build_New_Battery_Recycling_Facility_In_South_Carolina_-_CleanTechnica.html,HTML,Infrastructure and Risk,Logistics and Risk,cleantechnica.com,https://cleantechnica.com/2022/12/15/redwood-materials-will-build-new-battery-recycling-facility-in-south-carolina?amp=1,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_26551063EE_Redwood_Materials_Will_Build_New_Battery_Recycling_Facility_In_South_Carolina_-_CleanTechnica.html,0.05,,2022-12-15T21:09:17+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.48,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=cleantechnica.com; subtopic=logistics_risk; hybrid=48.22; credibility=71.72; direct_usecase_pct=86.2; metadata=84.54; capacities=3.2 billion; 5 billion; 3.5 billion; 100 GWh,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=71.72 Hybrid=48.22 CopyStatus=copied
CAND_DD0B639FB2,CAND_DD0B639FB2_automotive-battery-supply-chain-analysis-2021-final_abb_ams---abridged-version-docx.pdf,PDF,Supply Chain Evidence,Supplier and Tiering,new.abb.com,https://new.abb.com/docs/librariesprovider89/default-document-library/automotive-battery-supply-chain-analysis-2021-final_abb_ams---abridged-version-docx.pdf?sfvrsn=3bc9f708_2,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_DD0B639FB2_automotive-battery-supply-chain-analysis-2021-final_abb_ams---abridged-version-docx.pdf,1.79,105,D:20210310190638+00'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.46,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=new.abb.com; subtopic=supplier_tiering; hybrid=47.79; credibility=75.66; direct_usecase_pct=78.1; metadata=75.99; evidence_pages=2, 105, 53; capacities=81 GWh; 62 GWh; 54 GWh; 53 GWh; 42 GWh; 30 GWh; 28 GWh; 12 GWh; 10 GWh; 8 GWh; 3 GWh",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=75.66 Hybrid=47.79 CopyStatus=copied
CAND_A4F8C7DBBE,CAND_A4F8C7DBBE_An_update_on_our_anode_copper_foil_product_&_facility.html,HTML,Supply Chain Evidence,Supplier and Tiering,www.redwoodmaterials.com,https://www.redwoodmaterials.com/news/anode-copper-foil-product-update,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_A4F8C7DBBE_An_update_on_our_anode_copper_foil_product_&_facility.html,0.33,,2022-01-19T14:02:00.000Z,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.38,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.redwoodmaterials.com; subtopic=supplier_tiering; hybrid=48.43; credibility=71.72; direct_usecase_pct=76.9; metadata=76.67; capacities=100 GWh; 1 billion; 2 billion; 500 GWh,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=71.72 Hybrid=48.43 CopyStatus=copied
CAND_694E2FCB40,CAND_694E2FCB40_155196184ECM_Projects_by_County.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,gsfic.georgia.gov,https://gsfic.georgia.gov/document/publication/complete-listing-state-facility-projects/download,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_694E2FCB40_155196184ECM_Projects_by_County.pdf,0.37,49,D:20091130134347Z,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.18,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=gsfic.georgia.gov; subtopic=who_where_scale; hybrid=42.02; credibility=81.41; direct_usecase_pct=73.9; metadata=76.14; evidence_pages=49, 25, 1; capacities=2009 million; 1 Billion; 025 kWh; 2 million; 24 tons",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=81.41 Hybrid=42.02 CopyStatus=copied
CAND_6174C07344,CAND_6174C07344_100-savannah-report_final_12162021.pdf,PDF,Policy and Localization,Incentives and Localization,agenda.savannahga.gov,https://agenda.savannahga.gov/content/files/100-savannah-report_final_12162021.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_6174C07344_100-savannah-report_final_12162021.pdf,14.25,103,D:20211216200953Z,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.07,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=agenda.savannahga.gov; subtopic=policy_localization; hybrid=47.96; credibility=75.06; direct_usecase_pct=79.4; metadata=88.04; evidence_pages=103, 52; capacities=2 million; 100%",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=75.06 Hybrid=47.96 CopyStatus=copied
CAND_97624751A8,"CAND_97624751A8_Port_of_Savannah_Savannah_Infrastructure_Port,_Interstate,_Rail,_Airport.html",HTML,Infrastructure and Risk,Logistics and Risk,seda.org,https://seda.org/do-business-here/infrastructure,"/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_97624751A8_Port_of_Savannah_Savannah_Infrastructure_Port,_Interstate,_Rail,_Airport.html",0.1,,2026-02-03T22:34:46+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.06,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=seda.org; subtopic=logistics_risk; hybrid=51.67; credibility=69.35; direct_usecase_pct=86.0; metadata=82.92; capacities=5.7 million; 7.5 million; 37.2 million; 4.5 billion; 29 million; 19 million,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=69.35 Hybrid=51.67 CopyStatus=copied
CAND_5C298345CA,CAND_5C298345CA_OEF-142.pdf,PDF,Infrastructure and Risk,Logistics and Risk,www.oxfordenergy.org,https://www.oxfordenergy.org/wpcms/wp-content/uploads/2024/12/OEF-142.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_5C298345CA_OEF-142.pdf,1.12,47,D:20241202122233+00'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.93,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.oxfordenergy.org; subtopic=logistics_risk; hybrid=47.24; credibility=77.44; direct_usecase_pct=71.0; metadata=81.01; evidence_pages=24, 2; capacities=600 billion; 250 million; 600 million",Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=77.44 Hybrid=47.24 CopyStatus=copied
CAND_B105D423FC,CAND_B105D423FC_90399.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,docs.nrel.gov,https://docs.nrel.gov/docs/fy25osti/90399.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B105D423FC_90399.pdf,6.89,41,D:20250114202908Z,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.72,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=docs.nrel.gov; subtopic=who_where_scale; hybrid=40.87; credibility=82.82; direct_usecase_pct=72.8; metadata=89.3; evidence_pages=41, 21; capacities=10 MWh; 5 million",Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=82.82 Hybrid=40.87 CopyStatus=copied
CAND_B36897A5D5,CAND_B36897A5D5_exhibit99-3_2.htm,HTML,Infrastructure and Risk,Logistics and Risk,www.sec.gov,https://www.sec.gov/Archives/edgar/data/1161814/000106299324010124/exhibit99-3.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B36897A5D5_exhibit99-3_2.htm,0.24,,"March 31, 2024",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.66,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.sec.gov; subtopic=logistics_risk; hybrid=46.79; credibility=74.04; direct_usecase_pct=80.2; metadata=79.39; capacities=25 million; 100 million; 80 billion; selected_as_best_near_duplicate_version,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=74.04 Hybrid=46.79 CopyStatus=copied
CAND_C132BD0770,CAND_C132BD0770_marketminute-2026-3-18-the-new-industrial-powerhouse-how-the-southeast-is-defying-national-he.html,HTML,Policy and Localization,Incentives and Localization,markets.financialcontent.com,https://markets.financialcontent.com/stocks/article/marketminute-2026-3-18-the-new-industrial-powerhouse-how-the-southeast-is-defying-national-headwinds-in-2026,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_C132BD0770_marketminute-2026-3-18-the-new-industrial-powerhouse-how-the-southeast-is-defying-national-he.html,0.08,,"March 18, 2026",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.64,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=markets.financialcontent.com; subtopic=policy_localization; hybrid=47.55; credibility=71.72; direct_usecase_pct=87.7; metadata=82.44; capacities=127 million; 250 million; 90 billion; 15 billion; 5 billion,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=71.72 Hybrid=47.55 CopyStatus=copied
CAND_B843606025,CAND_B843606025_Anovion_to_build_battery_material_plant_in_Georgia_-_electrive.html,HTML,Policy and Localization,Incentives and Localization,www.electrive.com,https://www.electrive.com/2023/05/16/anovion-to-build-battery-material-plant-in-georgia,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B843606025_Anovion_to_build_battery_material_plant_in_Georgia_-_electrive.html,0.11,,2023-05-16T10:45:09+02:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.59,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.electrive.com; subtopic=policy_localization; hybrid=46.85; credibility=71.72; direct_usecase_pct=87.7; metadata=88.02; capacities=800 million; 117 million,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=71.72 Hybrid=46.85 CopyStatus=copied
CAND_B70A24E905,CAND_B70A24E905_form20f.htm,HTML,Infrastructure and Risk,Logistics and Risk,sec.gov,https://sec.gov/Archives/edgar/data/1161814/000106299324008042/form20f.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B70A24E905_form20f.htm,0.55,,"December 31, 2023",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.48,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=sec.gov; subtopic=logistics_risk; hybrid=43.84; credibility=77.84; direct_usecase_pct=75.8; metadata=80.5; capacities=1 billion; 80 billion; 25 million,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=77.84 Hybrid=43.84 CopyStatus=copied
CAND_A772A83DF3,CAND_A772A83DF3_day-4-from-rocks-robots-building-battery-supply-chain-baljeet-yadav-1ebyf.html,HTML,Infrastructure and Risk,Logistics and Risk,www.linkedin.com,https://www.linkedin.com/pulse/day-4-from-rocks-robots-building-battery-supply-chain-baljeet-yadav-1ebyf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_A772A83DF3_day-4-from-rocks-robots-building-battery-supply-chain-baljeet-yadav-1ebyf.html,0.31,,2023,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.45,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.linkedin.com; subtopic=logistics_risk; hybrid=51.57; credibility=66.83; direct_usecase_pct=88.3; metadata=88.42; capacities=2 GWh; 5 billion,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=66.83 Hybrid=51.57 CopyStatus=copied
CAND_D51FF68E84,CAND_D51FF68E84_altrios-software-helps-launch-next-generation-railcars-in-heart-of-georgia_2.html,HTML,Infrastructure and Risk,Logistics and Risk,www.nrel.gov,https://www.nrel.gov/news/detail/features/2025/altrios-software-helps-launch-next-generation-railcars-in-heart-of-georgia,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_D51FF68E84_altrios-software-helps-launch-next-generation-railcars-in-heart-of-georgia_2.html,0.04,,2025,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.36,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=www.nrel.gov; subtopic=logistics_risk; hybrid=44.4; credibility=78.82; direct_usecase_pct=75.3; metadata=82.46; capacities=1.5 billion; selected_as_best_near_duplicate_version,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=78.82 Hybrid=44.4 CopyStatus=copied
CAND_63F12322D4,CAND_63F12322D4_Georgia%20Energy%20Sector%20Risk%20Profile.pdf,PDF,Infrastructure and Risk,Logistics and Risk,www.energy.gov,https://www.energy.gov/sites/default/files/2021-09/Georgia%20Energy%20Sector%20Risk%20Profile.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_63F12322D4_Georgia%20Energy%20Sector%20Risk%20Profile.pdf,4.28,7,D:20210625162050-05'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.32,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.energy.gov; subtopic=logistics_risk; hybrid=37.75; credibility=82.56; direct_usecase_pct=81.9; metadata=92.35; evidence_pages=1, 7; capacities=148 million; 1.9 billion; 870 GWh; 592.2 billion",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=82.56 Hybrid=37.75 CopyStatus=copied
CAND_A9769238AE,CAND_A9769238AE_101620_Electricity_TechnicalReport.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,www.drawdownga.org,https://www.drawdownga.org/wp-content/uploads/2020/10/101620_Electricity_TechnicalReport.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_A9769238AE_101620_Electricity_TechnicalReport.pdf,0.64,12,D:20201009195608Z,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.18,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.drawdownga.org; subtopic=who_where_scale; hybrid=44.26; credibility=78.11; direct_usecase_pct=70.2; metadata=84.11; evidence_pages=2, 7; capacities=000 MWh; 000 tons",Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=78.11 Hybrid=44.26 CopyStatus=copied
CAND_1B7ED6D429,CAND_1B7ED6D429_ex99-3.htm,HTML,Supply Chain Evidence,Facilities and Capacity,www.sec.gov,https://www.sec.gov/Archives/edgar/data/1576873/000149315225007582/ex99-3.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_1B7ED6D429_ex99-3.htm,0.07,,"February 14, 2025",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.15,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=www.sec.gov; subtopic=who_where_scale; hybrid=42.59; credibility=80.04; direct_usecase_pct=71.9; metadata=86.42; capacities=2.1 million; 20.6 million; 15.6 million; 5 million; 2.3 million; 1.7 million; 144 million; 57.7 million,Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=80.04 Hybrid=42.59 CopyStatus=copied
CAND_9D740B95F0,CAND_9D740B95F0_WEF_Powering_the_Future_2025.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,reports.weforum.org,https://reports.weforum.org/docs/WEF_Powering_the_Future_2025.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_9D740B95F0_WEF_Powering_the_Future_2025.pdf,6.96,45,D:20250130124631+01'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,53.0,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit. page-linked evidence available,"source=reports.weforum.org; subtopic=who_where_scale; hybrid=42.11; credibility=74.26; direct_usecase_pct=75.0; metadata=91.89; evidence_pages=23, 2; capacities=30 million; 925 million; 979 million; 610 million; 774 million",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=74.26 Hybrid=42.11 CopyStatus=copied
CAND_7979421E84,CAND_7979421E84_Georgia_Ports_welcomes_new_MEDLOG_flagship_cold_chain_facility_to_Savannah_•_The_Georgia_Virt.html,HTML,Infrastructure and Risk,Logistics and Risk,www.thegeorgiavirtue.com,https://www.thegeorgiavirtue.com/local-news-south-georgia/georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_7979421E84_Georgia_Ports_welcomes_new_MEDLOG_flagship_cold_chain_facility_to_Savannah_•_The_Georgia_Virt.html,0.25,,2025-09-16T10:00:00+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,52.97,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.thegeorgiavirtue.com; subtopic=logistics_risk; hybrid=47.75; credibility=69.49; direct_usecase_pct=85.9; metadata=79.84; capacities=2.4 million; 3 million,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=69.49 Hybrid=47.75 CopyStatus=copied
